Publication_ID,Publication,Authors,Year_of_Publication,Bibliographic_Reference,Excavation,Survey,Catalogue,Quantification,Years_of_Activity,Comment_Remarks,Team,Bibl_Abr
300,Vroom 1993,Vroom,1993,"The kastro of Veloukovo (Kallion), a note on the surface finds, in: Pharos I, 1993, pp. 113-38.",1,1,1,0,1976-1991,,Dutch,The kastro of Velouk ...

301,Vroom 2003,Vroom,2003,"After Antiquity. Ceramics and society in the Aegean from the 7th to the 20th century A.C. A case study from Boeotia, Central Greece, Leiden (Archaeological Studies Leiden University 10).",0,1,1,0,,,British-Greek-Dutch,After Antiquity. Cer ...

302,Waage 1933,Waage,1933,"The American excavations in the Athenian Agora, First Report: The Roman and Byzantine pottery, in: Hesperia 2, 1933, pp. 279-328.",1,0,1,0,,,American,The American excavat ...

303,Waage 1934,Waage,1934,"The pottery, in: G.W. Elderkin (ed.), 1934: Antioch-on-the-Orontes I: The Excavations of 1932, Princeton/London (pp. 67-73).",1,0,1,0,1932,,American,"The pottery, in: G.W ..."

304,Waage 1948,Waage,1948,"Hellenistic and Roman Tableware of North Syria, in: F.O. Waage (ed.), 1948: Antioch on-the-Orontes IV: Part One, Ceramics and Islamic Coins, Princeton/London/The Hague (pp. 1-60).",1,0,1,0,1932-39,,American,Hellenistic and Roma ...

305,Watson 1990,Watson,1990,"Byzantine remains on the Summit of Tell el-Husn (Area XXXIV), in: P.C. Edwards/S.J. Bourka/K.A. Da Costa/J.C. Tidmarsh/A.G. Walmsley/P.M. Watson, Preliminary report on the University of Sydney's tenth season of excavation at Pella (Tabaqat Fahl) in 1988, in: ADAJ XXXIV, 1990, pp. 76-80.",1,0,1,0,1988,,Australian,Byzantine remains on ...

306,Welles 1938,Welles,1938,"Pottery inscriptions, in: C.H. Kraeling (ed.), 1938: Gerasa, city of the Decapolis, New Haven (pp. 460-1).",1,0,1,0,1928-1931 & 1933-1934,,American,Pottery inscriptions ...

307,Westholm 1956,Westholm,1956,"Pottery, in: O. Vessberg/A. Westholm, 1956: The Hellenistic and Roman periods in Cyprus, Stockholm (The Swedish Cyprus Expedition Band IV 3) (pp. 53-81).",1,0,1,0,,,Swedish,"Pottery, in: O. Vess ..."

308,Whitcomb 1982,Whitcomb,1982,"Roman ceramics, in: D.S. Whitcomb/J.H. Johnson, 1982: Quseir al-Qadim 1980: preliminary report, Malibu (ARCE Reports 7) (pp. 51-115).",1,0,1,1,1980,,American,"Roman ceramics, in:  ..."

309,Williams 1985,Williams,1985,"The pottery and glass at Alahan, in: M. Gough (ed.), 1985: Alahan. An Early Christian monastery in southern Turkey. Based on the work of Michael Gough, Toronto (Pontifical Institute of Mediaeval Studies. Studies and Texts 73) (pp. 35-61).",1,0,1,0,1955-1972,,Canadian,The pottery and glas ...

310,Williams 1989,Williams,1989,"Anemurium. The Roman and Early Byzantine pottery, Toronto (Pontifical Institute of Mediaeval Studies).",1,0,1,0,1970-,,Canadian,Anemurium. The Roman ...

311,Williams II & Fisher 1975,Williams II & Fisher,1975,"Corinth, 1974: Forum southwest, in: Hesperia 44, 1975, pp. 1-29.",1,0,1,0,1974,,American,"Corinth, 1974: Forum ..."

312,Williams II & Fisher 1976,Williams II & Fisher,1976,"Corinth, 1975: Forum southwest, in: Hesperia 45, 1976, pp. 99-137.",1,0,1,0,1975,,American,"Corinth, 1975: Forum ..."

313,Williams II & Russell 1981,Williams II & Russell,1981,"Corinth: Excavations of 1980, in: Hesperia 50, 1981, pp. 1-44.",1,0,1,0,1980,,American,Corinth: Excavations ...

314,Williams II & Zervos 1982,Williams II & Zervos,1982,"Corinth, 1981: East of the Theater, in: Hesperia 51, 1982, pp. 115-63.",1,0,1,0,1981,,American,"Corinth, 1981: East  ..."

315,Williams II & Zervos 1983,Williams II & Zervos,1983,"Corinth, 1982: East of the Theater, in: Hesperia 52, 1983, pp. 1-47.",1,0,1,0,1982,,American,"Corinth, 1982: East  ..."

316,Williams II & Zervos 1985,Williams II & Zervos,1985,"Corinth, 1984 - East of the Theater, in: Hesperia 54, 1985, pp. 55-96.",1,0,1,0,1984,,American,"Corinth, 1984 - East ..."

317,Williams II & Zervos 1986,Williams II & Zervos,1986,"Corinth, 1985: East of the Theater, in: Hesperia 55, 1986, pp. 129-175.",1,0,1,0,1985,,American,"Corinth, 1985: East  ..."

318,Williams II & Zervos 1989,Williams II & Zervos,1989,"Corinth, 1988: East of the Theater, in: Hesperia 58, 1989, pp. 1-.",1,0,1,0,1988,,American,"Corinth, 1988: East  ..."

319,Williams II 1980,Williams II,1980,"Corinth Excavations, 1979, in: Hesperia 49, 1980, pp. 107-34.",1,0,1,0,1978-1979,,American,"Corinth Excavations, ..."

320,Wintermeyer 1980,Wintermeyer,1980,"Katalog ausgewahlter Keramik und Kleinfunde, in: K. Tuchelt, Didyma. Bericht uber die Arbeiten der Jahre 1975-1979, in: IstMitt 30, 1980, pp. 122-60.",1,0,1,0,1975-1979,,German,Katalog ausgewahlter ...

321,Wiseman 1967,Wiseman,1967,"Excavations at Corinth, the Gymnasium area, 1966, in: Hesperia 36, 1967, pp. 402-28.",1,0,1,0,1966,,American,Excavations at Corin ...

322,Wiseman 1972,Wiseman,1972,"Excavations in Corinth, the Gymnasium area, 1969-1970, in: Hesperia 41, 1972, pp. 1-42.",1,0,1,0,1969-1970,,American,Excavations in Corin ...

323,Woolley & Randall-MacIver 1910,Woolley & Randall-MacIver,1910,"Karanbg, the Romano-Nubian cemetery, Philadelphia (Eckley B. Coxe junior expedition to Nubia: Volumes III/IV).",1,0,1,0,,,American,"Karanbg, the Romano- ..."

324,Wrabetz 1977,Wrabetz,1977,"A new SERENVS stamping from Sardis and the origins of the Eastern Sigillata B Ware, in: Harvard Studies in Classical Philology 81, 1977, pp. 195-7.",1,0,1,0,,,American,A new SERENVS stampi ...

325,XXX 1978 (Nikopolis),XXX,1978,"Chronique des fouilles en 1977. Nicopolis, in: BCH 102, 1978, pp. 691-2.",1,0,1,0,1977,"This brief text concerning the work at Nicopolis was found in the annual overview of archaeological activities in Greece, Crete and Cyprus. No author is mentioned, only he who has composed the gazetteer: G. Touchais.",French,Chronique des fouill ...

326,Zabehlicky-Scheffenegger 1996,Zabehlicky-Scheffenegger,1996,"Der Italiener in Ephesos, in: RCRF Acta 34, 1996, pp. 253-71.",1,0,1,0,1988,,Austrian,Der Italiener in Eph ...

327,Zahn 1904,Zahn,1904,"Thongeschirr (Scherben von Sigillata gefassen), in: Th. Wiegand/H. Schrader, 1904: Priene. Ergebnisse der Ausgrabungen und Untersuchungen in den Jahren 1895-1898, Berlin (pp. 430-449).",1,0,1,0,1895-1898,,German,Thongeschirr (Scherb ...

328,Zelle 1997,Zelle,1997,"Die Terra Sigillata aus der Westtor-Nekropole in Assos, Bonn (AMSt 27).",1,0,1,1,1989-,,German-Turkish,Die Terra Sigillata  ...

329,Zelle 2004,Zelle,2004,"Funde spatantiker Sigillata in Assos, in: B. Liesen/U. Brandl (Hrsg.), 2004: Romische Keramik. Herstellung und Handel. Kolloquium Xanten, 15.-17.6.2000, Mainz am Rhein (Xantener Berichte Band 13) (pp. 77-106).",1,0,1,0,1981-1992,,German,Funde spatantiker Si ...

330,Zoroglu 1989,Zoroglu,1989,"Some Roman names on Eastern Sigillata A from Samosata, in: D.H. French/C.S. Lightfoot (eds.), 1989: The Eastern frontier of the Roman Empire. Proceedings of a colloquium held at Ankara in September 1988, Oxford (British Institute of Archaeology at Ankara Monograph No. 11) (BAR International Series 553 (ii)) (pp. 573-9).",1,0,1,0,,,Turkish,Some Roman names on  ...

331,Mieliwodzki 1995,Mieliwodzki,1995,"Mieliwodzki, P., Terra Sigillata from two seasons at Tell Atrib, etudes et Travaux XVII, 1995, 121-3.",1,0,1,1,1991-1992,113 sherds of ESA were recovered. In addition there was one fragment of ESA and one of ITS.,Polish,"Mieliwodzki, P., Ter ..."

332,Badre 1991,Badre,1991,"Badre, L., Le sondage stratigraphique de Shabwa, 1976-1981, Syria 68, 1991, 229-314.",1,0,1,0,1976-1977 & 1980-1981,,American,"Badre, L., Le sondag ..."

333,Egloff 1977,Egloff,1977,"Kellia. La potterie copte. Quatre siècles d'artisanat et d'echanges en basse-Egypte Tome 1, Genève (Recherches suisses d'archeologie copte Volume III).",1,0,1,1,1965-1968,,Swiss,Kellia. La potterie  ...

334,Gichon 1993,Gichon,1993,"Die Keramik des Kastells, Katalog der Kastell-Keramikfunde, in: M. Gichon, 1993: En Boqeq. Ausgrabungen in einer Oase am Toten Meer. Band I. Geograpie und Geschichte der Oase das spatromisch-byzantinische Kastell, Mainz (129-387).",1,0,1,1,"1968-1970, 1976",,Israelitish,Die Keramik des Kast ...

335,Mackensen 1984,Mackensen,1984,"Mackensen, M., 1984: Eine befestigte spatantike Anlage vor den Stadtmauern von Resafa. Ausgrabungen and spatantikeKleinfunde eines Surveys in Umland von Resafa-Sergiupolis, Mainz (Resafa I).",1,1,1,1,"1977, 1978, 1980",,German,"Mackensen, M., 1984: ..."

336,Hoti et al. 2008,"Hoti, Metalla, Shkodra & Wilkes",2008,"The early Byzantine circular forum in Dyrrachium (Durr‘s, Albania) in 2002 and 2004-2005: recent recording and excavation, in Annual of the British School at Athens no. 103, 2008,  p 367-397",1,0,0,0,2002 & 2004-2005,,,The early Byzantine  ...

337,Elaigne 2007,Elaigne,2007,"Les importations de ceramiques fines hellenistiques ˆ Beyrouth (site BEY 002): Aperçu du facies nord levatin, in: Syria 84, 2007, pp. 107-142.",1,0,1,0,1993-1997,,French,Les importations de  ...

338,Ladstatter 2005,Ladstatter,2005,"XIV Keramik, in: H. Thur (ed), 2005: Hanghaus 2 in Ephesos. Die Wohneinheit 4. Baubefund, Ausstattung, Funde (Forschungen in Ephesos. Band VIII/6) Wien (pp. 230-358). ",1,0,1,0,"1962-1963, 1968-1971, 1992-1998",,Austrian,"XIV Keramik, in: H.  ..."

340,Hayes 2008,Hayes,2008,"Roman pottery, fine-ware imports. The Athenian Agora, results of excavations conducted by the American school of classical studies at Athens, Volume XXXII, Princeton.",1,0,1,0,1930-,,American,"Roman pottery, fine- ..."

341,Johnson 2008,Johnson,2008,"Chapter 2. The Pottery, in J. Patrich, 2008: Archaeological Excavations at Caesarea Maritima. Areas CC, KK and NN. Final Reports. Volume I: The Objects, Jerusalem (Israel Exploration Society), pp. 13-206 ",1,0,1,0,1993-1998 & 2000-2001,hier moet nog die contriubtions toestand worden ingevoerd,,Chapter 2. The Potte ...

343,Rotroff 1997,"Rotroff, Susan, I.",1997,"Rotroff, Susan, I. 1997

The Athenian Agora, Volume XXIX

Hellenistic Pottery: Athenian and Imported Wheelmade Table Ware and Related Material

The American School of Classical Studies at Athens

Princeton, New Jersey

1997",0,0,1,0,1931-1982,,American,"Rotroff, Susan, I. 1 ..."

345,Ladstatter & Sauer 2005,Ladstatter & Sauer,2005,"Late Roman C-Ware und lokale spatantike Feinware aus Ephesos, in: F. Krinzinger (ed), 2005: Spatantike und mittelalterliche Keramik aus Ephesos (Archaologische Forschungen. Band 13) Wien, pp. 143-201.",1,0,1,0,1997,,Austrian,Late Roman C-Ware un ...

346,Ladstatter & Steskal 2009,Ladstatter & Steskal,2009,"Die Grabungen 1999 im Bereich der Alytarchenstoa, in: S. Ladstatter (ed) Neue Forschungen zur Kuretenstrasse von Ephesos. Akten des Symposiums fur Hilke Thur vom 13. Dezember 2006 an der …sterreichische Akademie der Wissenschaften(Archaologische Forschungen 15) Wien, pp. 89-100. ",1,0,1,0,1999,,Austrian,Die Grabungen 1999 i ...

347,Iro et al 2009,Iro et al,2009,"Die Grabungen des Jahres 2005 in der Sud- und Nordhalle der Kuretenstrasse, in: S. Ladstatter (ed) Neue Forschungen zur Kuretenstrasse von Ephesos. Akten des Symposiums fur Hilke Thur vom 13. Dezember 2006 an der …sterreichische Akademie der Wissenschaften(Archaologische Forschungen 15) Wien, pp. 89-100.",1,0,0,0,2005,,Austrian,Die Grabungen des Ja ...

348,Waldner 2009,Waldner,2009,"Heroon und Oktogon. Zur Datierung zweier Ehrenbauten am unteren Embolos von Ephesos anhand des keramischen Fundmaterials aus den Grabungen von 1989 und 1999, in: S. Ladstatter (ed) Neue Forschungen zur Kuretenstrasse von Ephesos. Akten des Symposiums fur Hilke Thur vom 13. Dezember 2006 an der …sterreichische Akademie der Wissenschaften (Archaologische Forschungen 15) Wien, pp 283-315.",1,0,1,0,"1989, 1999",,Austrian,Heroon und Oktogon.  ...

349,Hayes 2007,Hayes,2007,"Pottery, in A.H.S. Megaw, Kourion. Excavations in the Episcopal Precinct (Dumbarton Oaks Studies 38) Washington D.C., pp.435-475.",1,0,1,0,"1934-1935, 1956, 1959-1960, 1974-1979",,American,"Pottery, in A.H.S. M ..."

350,Abadie-Reynal 2007,Abadie-Reynal,2007,La ceramique romaine d'Argos (fin du IIe siècle avant J.-C. - fin du IVe siècle après J.-C.) (Etudes peloponnesiennes 13) Athens.,1,0,1,1,1953-1984,,French,La ceramique romaine ...

351,Rotroff 2006,"Rotroff, S.I.",2006,"Rotroff, S.I. 2006. The Athenian Agora, vol. XXXIII, Hellenistic Pottery, the Plain wares. Princeton, New Jersey",0,0,1,1,,,American,"Rotroff, S.I. 2006.  ..."

352,Rotroff 1982,Rotroff S.I.,1982,"Rotroff S.I. 1982. The Athenian Agora, volume XXII. Hellenistic pottery, Athenian and imported moldmade bowls. The American School of Classical Studies at Athens, Princeton. Augustin, Gluckstadt",0,0,1,0,,,American,Rotroff S.I. 1982. T ...

353,Ladstatter 2010,Ladstatter,2010,"X Keramik, in: F. Krinzinger (ed.) Hanghaus 2 in Ephesos. Die Wohneinheiten 1 und 2. Baubefund, Ausstattung, Funde (Forschungen in Ephesos VIII.8) Wien, 172-279.",1,0,1,0,"1967-1968, 1978, 1983, 1996-1997",,Austrian,"X Keramik, in: F. Kr ..."

354,Edwards 1975,Edwards,1975,Corinthian Hellenistic Pottery (Corinth VII.3) Princeton.,1,0,1,0,1896-1966,,American,Corinthian Hellenist ...

355,Townsend 1995,Rhys F. Townsend,1995,"Townsend, R.F. (1995). The Athenian agora, volume XXVII. The East side of yhe agora. The remains beneath the stoa of Attalos. The American school of classical studies at Athens, Princeton, New Jersey. ",1,0,1,0,,,American,"Townsend, R.F. (1995 ..."

356,Miller 1974,Stella Miller,1974,"Miller, S.G. (1974). Menon's cistern. Hesperia: The Journal of the American School of Classical Studies at Athens Vol. 43, No. 2 (Apr. - Jun., 1974), pp. 194-245.",0,0,1,0,,,,"Miller, S.G. (1974). ..."

357,Rotroff 1983,S.I. Rotroff,1983,"Rotroff, S.I. (1983). Hesperia: The Journal of the American School of Classical Studies at Athens, Vol. 52,No. 3 (Jul. - Sep., 1983), pp. 257-297",0,0,1,0,,,,"Rotroff, S.I. (1983) ..."

358,Young 1951,"Rodnes, S. Young",1951,"Young, R.S. (1951). Sepulturae Intra Urbem. Hesperia: The Journal of the American School of Classical Studies at Athens, Vol. 20,No. 2 (Apr. - Jun., 1951), pp. 67-134.",1,0,0,0,,,American,"Young, R.S. (1951).  ..."

359,Beestman-Kruyshaar 2003,Colette Beestman-Kruyshaar,2003,"Beestman-Kruyshaar, C. 2003: 1. Pottery, in: Reinders, R. & Prummels, W.(eds.), House in New Halos, a Hellenistic town in Thessally, Greece, A.A. Balkema Publishers, Lisse.",1,0,1,1,,,Dutch,"Beestman-Kruyshaar,  ..."

360,Rudolph 1978,Wolf Rudolph,1978,"Rudolph, W. 1978: Hellenistic fine ware pottery and lamps from above the house with the idols at Mycenae, The Annual of the British school at Athens, vo.73, pp. 213-234",0,0,1,0,,,,"Rudolph, W. 1978: He ..."

361,Berlin 1999,Andrea Berlin,1999,"Berlin, Andrea. 1999. 'Studies in Hellenistic Ilion: The Lower City. Stratified Assemblages And Chronology,' Studia Troica 9: 73-158. ",1,0,1,1,,,,"Berlin, Andrea. 1999 ..."

362,Goldstream 1999,J.N. Goldstream,1999,"Goldstream, J.N. (1999). Knossos 1951-61: Classical and Hellenistic Pottery from the Town. The Annual of the British School at Athens, Vol. 94 (1999), pp. 321-351. ",1,0,1,0,,,,"Goldstream, J.N. (19 ..."

363,Captain Bobland 3,Captain Bobland 2,2001,Captain Bobland 3,1,0,0,1,2012,Captain Bobland 3,British-Turkish,Captain Bobland 3 ...
